id,sci_text
787,"tensor products of modules over a certain class of quantum doubles. the quantum doubles of a certain class of rank two pointed hopf algebras are considered. the socle of the tensor product of two such modules is computed, and formulas similar to the ones in [4] are obtained. cases when such a tensor product is completely irreducible are also given in the last section. 
"
789,"progresses in membrane and advanced oxidation processes for water treatment. at present water crisis is not an issue of scarcity, but of access. there is a growing recognition of the need for increased access to clean water (drinkable, agricultural, industrial use). an encouraging number of innovative technologies, systems, components, processes are emerging for water-treatment, including new filtration and disinfectant technologies, and removal of organics from water. in the past decade many methods have been developed. the most important membrane-based water technologies include reverse osmosis (ro), ultrafiltration (uf), microfiltration (mf), and nanofiltration. beside membrane based water-treatment processes, other techniques such as advanced oxidation process (aop) have also been developed. some unconventional water treatment technology such as magnetic treatment is also being developed. 
"
791,"magnetic orientation of hexagonal carbon layers at high temperatures. coal tar pitch was treated at 773k in a constructed furnace system used under a magnetic flux density (b) of up to 10 t. the (002) x-ray diffraction peak intensity of the treated pitches increased with increasing b to approach a saturation value over 6 t. the magnetic-field dependence of the intensity was fitted by the order parameter calculated by assuming the cooperative orientation of several thousand carbon crystallites. this suggests that the hexagonal carbon layers should be oriented in parallel to the magnetic fields. 
"
793,"tobacco smoke exposure and allergic sensitization in children: a propensity score analysis. background and objective: there is conflicting evidence of the effect of environmental tobacco smoke (ets) on the development of allergic diseases in children. studies have shown that this relationship differs depending on maternal history of the disease. we employed the rigour of propensity score methods to assess this relationship using data from a birth cohort. methods: using n = 662 children from the wayne county health, environment, allergy and asthma longitudinal study, we assessed the relationship between early-life ets and subsequent allergic sensitization via a positive skin prick test (spt+) or at least one specific immunoglobulin e (ige) = 0.35 (sige+) in children aged 23 years. propensity score estimation followed by full and nearest neighbour matching was compared with standard multivariable regression models. results: among children without a maternal history of allergic disease, ets was positively associated with allergic sensitization in children with an adjusted odds ratio (aor) for spt+ of 2.32 (95% confidence interval (ci): 1.284.22) and the aor for sige+ was 2.53 (95% ci: 1.434.48). contrarily, for children with a positive maternal history, the aor for spt+ and sige+ was 0.56 (95% ci: 0.241.32) and 0.43 (95% ci: 0.200.91), respectively. conclusions: using propensity score methods to rigorously control for confounding factors, ets exposure was found to reduce the risk of allergic sensitization in children with a positive maternal history. there is a strong association between early-life ets and the development of allergic sensitization for children aged 23 years without maternal history. 
"
794,"prevention of contrast-induced acute kidney injury in patients with stable chronic renal disease undergoing elective percutaneous coronary and peripheral interventions: randomized comparison of two preventive strategies. objective: we compared use of intravenous (iv) normal saline (ns) to sodium bicarbonate (nahco3) with or without oral n-acetylcysteine (nac) for prevention of contrast-induced acute kidney injury (ci-aki). background: ci-aki is associated with significant adverse clinical events. use of nac has produced variable results. recently, intravenous hydration with nahco3 for ci-aki prophylaxis has been adopted as standard treatment for patients with stable chronic renal disease undergoing catheterization procedures. methods: we prospectively enrolled 320 patients with baseline renal insufficiency scheduled to undergo catheterization. patients were randomly assigned to receive either iv ns +/- nac (n = 161) or iv dextrose 5% in water containing 154 meq/l of nahco3 +/- nac (n = 159). iv ns was administered at 1 ml/kg body weight for 12 hr preprocedure and 12 more hr postprocedure. iv nahco3 was administered at 3 ml/kg body weight for 1 hr preprocedure followed by 1 ml/kg body weight postprocedure. a 1,200 mg oral dose of nac was given 212 hr preprocedure and 612 hr postprocedure in 50% of patients in each study arm. ci-aki was defined as an increase of &gt;0.5 mg/dl or &gt;25% above baseline creatinine. results: overall incidence of ci-aki was 10.3%. there was no significant difference in incidence among the two groups (ns +/- nac 11.8% vs. nahco3 +/- nac 8.8%, p = ns). incidence of ci-aki increased with increasing age (p = 0.001), contrast agent use &gt;3 ml/kg body weight (p = 0.038) and diuretic use (p = 0.005). conclusion: incidence of ci-aki was no different in the nahco3 group compared to ns group, and nac did not reduce ci-aki in the two study arms. (c) 2011 wiley periodicals, inc. 
"
795,"a generalized sampling theorem for stable reconstructions in arbitrary bases. we introduce a generalized framework for sampling and reconstruction in separable hilbert spaces. specifically, we establish that it is always possible to stably reconstruct a vector in an arbitrary riesz basis from sufficiently many of its samples in any other riesz basis. this framework can be viewed as an extension of the well-known consistent reconstruction technique (eldar et al.). however, whilst the latter imposes stringent assumptions on the reconstruction basis, and may in practice be unstable, our framework allows for recovery in any (riesz) basis in a manner that is completely stable. 
 whilst the classical shannon sampling theorem is a special case of our theorem, this framework allows us to exploit additional information about the approximated vector (or, in this case, function), for example sparsity or regularity, to design a reconstruction basis that is better suited. examples are presented illustrating this procedure. 
"
799,"phloroglucinol mediated shoot bud elongation in capsicum annuum l.. the effect of phloroglucinol on shoot bud elongation in capsicum annuum l. cv. super wonder was investigated. capsicum is recalcitrant to response under in vitro conditions and elongation of regenerated shoots has also been reported to be difficult. shoot buds were induced from cultured cotyledons on medium supplemented with 22.2 mu m ba and 5.7 mu m iaa. the regenerated shoot buds were further elongated in the second stage on the shoot bud elongation medium containing 0.87 mu m ga(3) and 39.64 mu m pg, where the elongation occurred up to the shoot length of 4.5 cm. healthy elongated shoots were transferred for rooting on ms medium supplemented with 2.46 mu m iba. the well-developed plantlets were transferred to greenhouse and then into the field. 
"
800,"probability distribution of the order parameter in the directed percolation universality class. the probability distributions of the order parameter for two models in the directed percolation universality class were evaluated. monte carlo simulations have been performed for the one-dimensional generalized contact process and the domany-kinzel cellular automaton. in both cases, the density of active sites was chosen as the order parameter. the criticality of those models was obtained by solely using the corresponding probability distribution function. it has been shown that the present method, which has been successfully employed in treating equilibrium systems, is indeed also useful in the study of nonequilibrium phase transitions. doi: 10.1103/physreve.85.041110 
"
802,"s1p and the birth of platelets. recent work has highlighted the multitude of biological functions of sphingosine 1-phosphate (s1p), which include roles in hematopoietic cell trafficking, organization of immune organs, vascular development, and neuroinflammation. indeed, a functional antagonist of s1p(1) receptor, fty720/gilenya, has entered the clinic as a novel therapeutic for multiple sclerosis. in this issue of the jem, zhang et al. highlight yet another function of this lipid mediator: thrombopoiesis. the s1p(1) receptor is required for the growth of proplatelet strings in the bloodstream and the shedding of platelets into the circulation. notably, the sharp gradient of s1p between blood and the interstitial fluids seems to be essential to ensure the production of platelets, and s1p appears to cooperate with the cxcl12-cxcr4 axis. pharmacologic modulation of the s1p(1) receptor altered circulating platelet numbers acutely, suggesting a potential therapeutic strategy for controlling thrombocytopenic states. however, the s1p(4) receptor may also regulate thrombopoiesis during stress-induced accelerated platelet production. this work reveals a novel physiological action of the s1p/s1p(1) duet that could potentially be harnessed for clinical translation. 
"
803,"soil quality in areas of inceptisol with different grassland management. currently, we seek to agronomy, forestry and pastoral activities to achieve the greatest return on investment with social equity, without degrading the environment. the objective of this study was to evaluate the physical and chemical quality of a inceptisol after 30 years under two grazing managements. the study was conducted in a watershed located in the upper rio grande (mg) in two types of extensive grazing managements common in the region: native pasture without burning native pasture and annual managed with annual burning, and a legal reserve area used as a reference. these areas were analyzed: ctcph7,0, organic matter, soil density and porosity. according to the results obtained it was concluded that the values of bulk density, organic matter, cation exchange capacity and macro porosity did not differ in the analyzed soil layer (0-10 cm) in two management studies. the polygons formed in the radial graph, comparing the reference area with the two management studies, are of different magnitude and the shape formed by the reference values, indicating that the annual burning without management should be improved in relation to the density of the soil, whereas the management with annual fires should be improved in relation to the density, organic matter, cation exchange capacity and soil macroporosity. 
"
804,"evidence for the two-state-two-mode model in retinal protonated schiff-bases from pump degenerate four-wave-mixing experiments. we apply spectrally-resolved pump degenerate four-wave-mixing for the characterization of excited state low-frequency vibrational coherences during the initial events in excited state double-bond isomerization of retinal protonated schiff-bases. a set of low-frequency coherences in the energetic range of 100-350 cm(-1) appears in the dynamics already for very early delays after initial excitation (&lt;100 fs). the modulations are rapidly damped (&lt;800 fs) and detectable only in a certain time window after initial excitation (&lt;0.6 ps). following the initial relaxation process, which leads the molecule to a stationary point in the s-1 state, it is not possible to re-excite the coherences in the excited state. based on our observations, we conclude that the activation of the coherences is only possible to occur in a well-defined region of the excited state potential near the franck-condon region. our results give direct experimental indication for the validity of the two-state-two-mode model, frequently applied for the interpretation of retinal isomerization dynamics. 
"
805,"isolation and characterization of tumor cells from the ascites of ovarian cancer patients: molecular phenotype of chemoresistant ovarian tumors. tumor cells in ascites are a major source of disease recurrence in ovarian cancer patients. in an attempt to identify and profile the population of ascites cells obtained from ovarian cancer patients, a novel method was developed to separate adherent (ad) and non-adherent (nad) cells in culture. twenty-five patients were recruited to this study; 11 chemonaive (cn) and 14 chemoresistant (cr). ad cells from both cn and cr patients exhibited mesenchymal morphology with an antigen profile of mesenchymal stem cells and fibroblasts. conversely, nad cells had an epithelial morphology with enhanced expression of cancer antigen 125 (ca125), epithelial cell adhesion molecule (epcam) and cytokeratin 7. nad cells developed infiltrating tumors and ascites within 12-14 weeks after intraperitoneal (i.p.)injections into nude mice, whereas ad cells remained non-tumorigenic for up to 20 weeks. subsequent comparison of selective epithelial, mesenchymal and cancer stem cell (csc) markers between ad and nad populations of cn and cr patients demonstrated an enhanced trend in mrna expression of e-cadherin, epcam, stat3 and oct4 in the nad population of cr patients. a similar trend of enhanced mrna expression of cd44, mmp9 and oct4 was observed in the ad population of cr patients. hence, using a novel purification method we demonstrate for the first time a distinct separation of ascites cells into epithelial tumorigenic and mesenchymal non-tumorigenic populations. we also demonstrate that cells from the ascites of cr patients are predominantly epithelial and show a trend towards increased mrna expression of genes associated with cscs, compared to cells isolated from the ascites of cn patients. as the tumor cells in the ascites of ovarian cancer patients play a dominant role in disease recurrence, a thorough understanding of the biology of the ascites microenvironment from cr and cn patients is essential for effective therapeutic interventions. 
"
806,"bryozoans from the mitikha formation (lower famennian, upper devonian) of the kuznetsk basin, russia. bryozoans from the mitikha formation (lower famennian, upper devonian) in the kuznetsk depression are described for the first time. this bryozoan assemblage comprises both the well-known species leioclema numerosum moroz., l. ramosum nekh., and nicklesopora graciosa troiz. and new taxa: l. kusmense sp. nov. and megacanthopora glubokaensis sp. nov. the bryozoan assemblage contains some species common with the famennian bryozoan assemblage of kazakhstan. 
"
807,"human gouty arthritis is associated with a distinct serum trace elemental profile. homeostatic imbalance of essential trace elements is deeply involved in many pathophysiological states, especially in joint disorders such as gout. a total of 64 elements were measured in the serum samples in three regionally independent groups of patients with gouty arthritis (n = 100) and an age-matched healthy control group (n = 40) by inductively coupled plasma-mass spectrometry (icp-ms). a distinct elemental profile of gouty arthritis encompassing significantly altered li, al, ti, fe, cu, se, sr, ta, hg, bi, th, and u was obtained with a sensitivity of 0.97 (95% confidence interval (ci): 0.92-0.99) and a specificity of 0.95 (95% ci: 0.83-0.99) for gout diagnosis. an independent group of 52 subjects (39 gout patients and 13 healthy controls) was further used to validate the elemental signature, yielding a sensitivity of 1.00 (95% ci: 0.91-1.00) and a specificity of 1.00 (95% ci: 0.75-1.00) for gout prediction. it is also noteworthy that we were able to achieve &gt;= 95.7% correct classification rate in both discovery and validation groups using only three elemental markers, li, al, and u. we also observed a good correlation between li, zn, and cu and the other two risk factors, age and serum urate concentration, in gout patients. our findings underscore that gouty arthritis possesses a unique elemental expression profile regardless of many other nutritional and environmental factors. 
"
808,"microbial diversity in deep-sea methane seep sediments presented by ssu rrna gene tag sequencing. microbial community structures in methane seep sediments in the nankai trough were analyzed by tag-sequencing analysis for the small subunit (ssu) rrna gene using a newly developed primer set. the dominant members of archaea were deep-sea hydrothermal vent euryarchaeotic group 6 (dhveg 6), marine group i (mgi) and deep sea archaeal group (dsag), and those in bacteria were alpha-, gamma-, delta- and epsilonproteobacteria, chloroflexi, bacteroidetes, planctomycetes and acidobacteria. diversity and richness were examined by 8,709 and 7,690 tag-sequences from sediments at 5 and 25 cm below the seafloor (cmbsf), respectively. the estimated diversity and richness in the methane seep sediment are as high as those in soil and deep-sea hydrothermal environments, although the tag-sequences obtained in this study were not sufficient to show whole microbial diversity in this analysis. we also compared the diversity and richness of each taxon/division between the sediments from the two depths, and found that the diversity and richness of some taxa/divisions varied significantly along with the depth. 
"
809,"differential genomic changes caused by cholesterol- and pufa-rich diets in regenerated porcine coronary endothelial cells. lee myk, cai y, wang y, liao sy, liu y, zhang y, bai b, tse hf, vanhoutte pm. differential genomic changes caused by cholesterol- and pufa-rich diets in regenerated porcine coronary endothelial cells. physiol genomics 44: 551-561, 2012. first published march 27, 2012; doi:10.1152/physiolgenomics.00140.2011.-endothelial regeneration and dyslipidemia impair endothelium-dependent relaxation, while supplementation with fish oil (fo) prevents it. the genomic impact of different diets was compared in primary cultures derived from native and regenerated endothelial cells. pigs were fed with high-cholesterol (chl) or fo-rich diet. partial in vivo removal of endothelium was performed to induce endothelial regeneration. native and regenerated cells were harvested, cultured, and prepared for genomic (microarray experiments, real-time pcr) and proteomic (western blotting) analysis. the analysis identified genomic changes induced by chronic chl diet in native cultures resembling those induced by in vivo regeneration, as well as those that could be prevented by fo diet. at the protein level, the reduced and increased presences of endothelial nitric oxide synthase and f2, respectively, observed after regeneration combined with chl diet were alleviated by fo. the comparison of the differential changes induced by regeneration in vivo in endothelial cells from both diet groups revealed a limited number of genes as the most likely contributors to reduction in endothelium-dependent relaxations in porcine coronary arteries lined with regenerated endothelium. 
"
810,"amplification and high-level expression of heat shock protein 90 marks aggressive phenotypes of human epidermal growth factor receptor 2 negative breast cancer. introduction: although human epidermal growth factor receptor 2 (her2) positive or estrogen receptor (er) positive breast cancers are treated with clinically validated anti-her2 or anti-estrogen therapies, intrinsic and acquired resistance to these therapies appears in a substantial proportion of breast cancer patients and new therapies are needed. identification of additional molecular factors, especially those characterized by aggressive behavior and poor prognosis, could prioritize interventional opportunities to improve the diagnosis and treatment of breast cancer. 
 methods: we compiled a collection of 4,010 breast tumor gene expression data derived from 23 datasets that have been posted on the national center for biotechnology information (ncbi) gene expression omnibus (geo) database. we performed a genome-scale survival analysis using cox-regression survival analyses, and validated using kaplan-meier estimates survival and cox proportional-hazards regression survival analyses. we conducted a genome-scale analysis of chromosome alteration using 481 breast cancer samples obtained from the cancer genome atlas (tcga), from which combined expression and copy number data were available. we assessed the correlation between somatic copy number alterations and gene expression using analysis of variance (anova). 
 results: increased expression of each of the heat shock protein (hsp) 90 isoforms, as well as hsp transcriptional factor 1 (hsf1), was correlated with poor prognosis in different subtypes of breast cancer. high-level expression of hsp90aa1 and hsp90ab1, two cytoplasmic hsp90 isoforms, was driven by chromosome coding region amplifications and were independent factors that led to death from breast cancer among patients with triple-negative (tnbc) and her2-/er+ subtypes, respectively. furthermore, amplification of hsf1 was correlated with higher hsp90aa1 and hsp90ab1 mrna expression among the breast cancer cells without amplifications of these two genes. a collection of hsp90aa1, hsp90ab1 and hsf1 amplifications defined a subpopulation of breast cancer with up-regulated hsp90 gene expression, and up-regulated hsp90 expression independently elevated the risk of recurrence of tnbc and poor prognosis of her2-/er+ breast cancer. 
 conclusions: up-regulated hsp90 mrna expression represents a confluence of genomic vulnerability that renders her2 negative breast cancers more aggressive, resulting in poor prognosis. targeting breast cancer with upregulated hsp90 may potentially improve the effectiveness of clinical intervention in this disease. 
"
811,"hmgb1-rage regulates muscle satellite cell homeostasis through p38-mapk- and myogenin-dependent repression of pax7 transcription. expression of the paired-box 7 (pax7) transcription factor is regulated during both myoblast proliferation and differentiation: high levels of pax7 compromise myogenic differentiation because of excess and prolonged proliferation, whereas low levels of pax7 result in precocious differentiation. we showed that myogenin repressed pax7 transcription in differentiating myoblasts by binding to specific recognition sites in the pax7 promoter, and that high-mobility group box 1 (hmgb1)-receptor for advanced glycation end-products (rage) signaling was required for myogenin induction and myogenin-dependent repression of pax7 transcription. in addition, pax7 negatively and myogenin positively regulated rage expression. rage, a multiligand receptor of the immunoglobulin superfamily, was not expressed in adult skeletal muscles, and was transiently expressed in activated, proliferating and differentiating satellite cells (scs) in injured muscles. compared with wild-type muscles, rage(-/-) muscles exhibited increased numbers of basal scs that were further increased in injured rage(-/-) muscles following elevated myoblast asymmetric division; complete regeneration of injured rage(-/-) muscles was found to be delayed by similar to 1 week. thus, rage signaling physiologically repressed pax7 transcription in scs by upregulating myogenin, thereby accelerating muscle regeneration and limiting sc self-renewal. 
"
812,"regulation of interferon-beta by magi-1 and its interaction with influenza a virus ns1 protein with esev pbm. the ns1 protein from avian influenza a viruses contains a pdz binding motif (pbm) at its carboxyl terminus with the consensus sequence esev. the esev pbm confers binding to several cellular pdz proteins, including dlg1, magi-1 and scribble. the interaction between ns1 and scribble protects infected cells from apoptosis, while the interaction between ns1 and both dlg1 and scribble disrupts tight junctions. in this study, we examined the magi-1 protein. we made the unexpected observation that sirna depletion of magi-1 activates irf3 and induces the ifn-beta promoter. we found that the esev ns1 protein sequesters magi-1 away from the plasma membrane in infected cells. using plasmid vectors to express ns1 proteins, we observed that the esev pbm elicits an ifn-beta induction signal as indicated by activation of irf3 and a relative deficiency in ns1 inhibition of induction of the ifn-beta promoter by dsrna or rig-i. taken together, our data suggest that disruption of magi-1 by the esev pbm activates an ifn-beta induction signal. during viral infection, however, induction of the ifn-beta gene does not occur presumably because other anti-ifn functions dominate over the ifn-activation activity of the esev pbm. we postulate that the esev pbm's broad binding activity for pdz proteins may allow ns1 to bind to some pdz proteins such as magi-1 that confer no benefit or may even be detrimental to viral replication. however, the advantage of binding to key pdz proteins such as dlg1 and scribble may dominate and therefore provide an overall benefit for the virus to encode the esev pbm. 
"
813,"functional development of a transplanted embryonic kidney: effect of transplantation site. background: a xenotransplanted metanephros may undergo complete nephrogenesis in the host animal, forming a functional kidney. this suggests that, in future, xenometanephroi could become an unlimited source of material for renal transplantation. although the omentum (om) is the primary site for transplantation, we speculated that the growth of the transplant could differ depending on the site of transplantation. thus, we determined the optimal transplantation site for the metanephros in terms of retaining its ability to produce renin and erythropoietin (epo). 
 methods: rat metanephroi were transplanted into the om, paraaortic area (pa), or both (om+pa) of unilaterally nephrectomized host rats. after 2-3 weeks, blood was rapidly withdrawn in order to induce production of renin and epo in the transplants. 
 results: histological analysis indicated that transplants in both the pa and om were well differentiated, demonstrating polarity of the medulla through to the cortex. plasma renin activity (pra) increased in response to the induction procedure, but transplants in the pa expressed pra more effectively than did those in the om. real-time polymerase chain reaction (pcr) revealed higher levels of renin mrna expression in transplants in the pa than in those in the om. although epo production increased 24 hours after the induction procedure, the levels did not differ significantly between om-and pa-transplanted rats. 
 conclusion: compared with transplantation to the om, transplantation of rat metanephroi to the pa results in better renin production, whereas the transplantation site does not affect epo production. 
"
814,"polycyclic quinolones (part 1) - thieno[2,3-b]benzo[h]quinoline derivatives: design, synthesis, preliminary in vitro and in silico studies. heterocyclic systems with a quinoline nucleus represent the most spectacular example of privileged molecules in medicinal chemistry, as their biological activities are surely affected by changes in structural features. quin line derivatives have been shown to display a wide spectrum of biological activities such as antibacterial, antifungal, antiparasitic, antiviral, cytotoxic and anti-inflammatory activities. in this study, several 7-hydroxy-8-oxo-8,9-dihydrobenzo[h]thieno[2,3-b]quinoline-9-carboxylic acids were designed, synthesized, and were further subjected to chemical reactions such as alkylation and annelation. the synthesized compounds were also subjected to docking study and biological evaluation. this work was mainly designed to shed light on the requirements for the quinoline nucleus to act as an anticancer agent. unexpectedly, the synthesized derivatives showed weak or no cytotoxicity against cancer cell lines and the increase in the extent of aromatic/condensed rings did not increase the affinity toward the double stranded dna. our virtual screening demonstrated that the chelation with mg2+ is a determining factor in the expected interaction with topoisomerases. key synthetic issues, crystallographic and docking studies have also been described. 
"
815,"untranslated regions of diverse plant viral rnas vary greatly in translation enhancement efficiency. background: whole plants or plant cell cultures can serve as low cost bioreactors to produce massive amounts of a specific protein for pharmacological or industrial use. to maximize protein expression, translation of mrna must be optimized. many plant viral rnas harbor extremely efficient translation enhancers. however, few of these different translation elements have been compared side-by-side. thus, it is unclear which are the most efficient translation enhancers. here, we compare the effects of untranslated regions (utrs) containing translation elements from six plant viruses on translation in wheat germ extract and in monocotyledenous and dicotyledenous plant cells. 
 results: the highest expressing uncapped mrnas contained viral utrs harboring barley yellow dwarf virus (bydv)-like cap-independent translation elements (btes). the bydv bte conferred the most efficient translation of a luciferase reporter in wheat germ extract and oat protoplasts, while uncapped mrna containing the bte from tobacco necrosis virus-d translated most efficiently in tobacco cells. capped mrna containing the tobacco mosaic virus omega sequence was the most efficient mrna in tobacco cells. utrs from satellite tobacco necrosis virus, tomato bushy stunt virus, and crucifer-infecting tobamovirus (crtmv) did not stimulate translation efficiently. mrna with the crtmv 5' utr was unstable in tobacco protoplasts. 
 conclusions: btes confer the highest levels of translation of uncapped mrnas in vitro and in vivo, while the capped omega sequence is most efficient in tobacco cells. these results provide a basis for understanding mechanisms of translation enhancement, and for maximizing protein synthesis in cell-free systems, transgenic plants, or in viral expression vectors. 
"
817,"the benefits of yoga for women veterans with chronic low back pain. objectives: chronic low back (clbp) pain is prevalent among military veterans and often leads to functional limitations, psychologic symptoms, lower quality of life, and higher health care costs. an increasing proportion of u.s. veterans are women, and women veterans may have different health care needs than men veterans. the purpose of this study was to assess the impact of a yoga intervention on women and men with clbp. 
 subjects/setting/intervention: va patients with clbp were referred by primary care providers to a clinical yoga program. design: research participants completed a brief battery of questionnaires before their first yoga class and again 10 weeks later in a single-group, pre-post study design. 
 outcome measures: questionnaires included measures of pain (pain severity scale), depression (cesd-10), energy/fatigue, and health-related quality of life (sf-12). yoga attendance and home practice of yoga were also measured. repeated-measures analysis of variance was used to analyze group differences over time while controlling for baseline differences. 
 results: the 53 participants who completed both assessments had a mean age of 53 years, and were well educated, 41% nonwhite, 49% married, and had varying employment status. women participants had significantly larger decreases in depression (p = 0.046) and pain on average (p = 0.050), and larger increases in energy (p = 0.034) and sf-12 mental health (p = 0.044) than men who participated. the groups did not differ significantly on yoga attendance or home practice of yoga. 
 conclusions: these results suggest that women veterans may benefit more than men veterans from yoga interventions for chronic back pain. conclusions are tentative because of the small sample size and quasi-experimental study design. a more rigorous study is being designed to answer these research questions more definitively. 
"
818,"olfactory impairment is associated with functional disability and reduced independence among older adults. objectives: despite its relatively high prevalence, population-based data are lacking on whether olfactory impairment influences the functional status and independence of older adults. we assessed associations between olfactory impairment with activities of daily living (adl) measures and the likelihood of using community support services and/or reliance on non-spouse family/friend support among older adults. 
 study design: olfaction was measured using the san diego odor identification test (sdoit) among 1636 participants of the blue mountains eye study (2002-4). functional status was determined by the older americans resources and services adl scale. use of services and non-spouse family/friend support was self-reported. 
 results: use of community support services was reported by 15.2% and 5.2% of persons with and without olfactory impairment, respectively. after multivariable adjustment including for cognitive function, participants with compared to those without olfactory impairment were more likely to use community support services and non-spouse family/friend support, odds ratio, or, 1.82 (95% confidence intervals, ci 1.16-2.86) and or 1.62 (95% ci 1.14-2.32), respectively. adl difficulty was reported by 16.9% (n = 57) and 4.4% (n = 45) of participants with and without olfactory loss, respectively. olfactory impairment was associated with increased likelihood of experiencing adl difficulty, multivariable-adjusted or 1.98 (95% ci 1.10-3.57). olfactory loss was significantly associated with impaired basic adl, or 1.57 (95% ci 1.12-2.20). 
 conclusions: the functional ability and independence of older adults is significantly impaired in the presence of olfactory impairment. early diagnosis of olfactory loss by primary physicians and geriatricians could facilitate timely interventions assisting the maintenance of functional independence in later life. (c) 2012 published by elsevier ireland ltd. 
"
819,"immobilization and characterization of hemoglobin on modified sporopollenin surfaces. hemoglobin was covalently immobilized onto modified sporopollenin surface with different functional groups by chemical reactions to enhance binding ability of protein. in this study, the influence of various silane linker molecules on the capacity of protein binding was studied. for this purpose, activated sporopollenin was modified by 3-aminopropyltriethoxysilane (apts), 3-chloropropyltrimethoxysilane (cpts) and (3-glycidyloxypropyl)trimethoxysilane (gpts). hemoglobin (hb) was immobilized on modified sporopollenin surfaces in phosphate buffer saline solution (pbs, ph 7.4) at 4 degrees c. results showed that gpts modified sporopollenin surfaces resulted in the highest binding capacity for hb. micro porosity of samples was observed through scanning electron microscopy (sem) and thermal behavior of the samples were studied with thermogravimetric analysis (tga) within a temperature range: 25-900 degrees c. tga studies demonstrated the advantages of silane modification for high temperature applications and illustrated differences of the structures due to the different tail groups. crown copyright (c) 2012 published by elsevier b.v. all rights reserved. 
"
820,"phylogeography and conservation genetics of the amazonian freshwater stingray paratrygon aiereba muller &amp; henle, 1841 (chondrichthyes: potamotrygonidae). the family potamotrygonidae is monophyletic comprising three genera: paratrygon dumeril, potamotrygon garman and plesiotrygon rosa, castello &amp; thorson. the distribution of most species in this family is restricted to a single basin or fluvial system. only potamotrygon motor, potamotrygon orbignyi and paratrygon aiereba are found in more than one river basin. in this study we investigate genetic structuring of paratrygon aiereba, from five rivers of the amazon region: negro, solimoes-amazon-estuary system, tapajos, xingu and araguaia. sixty-three individuals were sequenced for atpase 6, and a representative subsample of 27 individuals was sequenced for coi. the coi dataset analysis indicated that paratrygon is sister to all other potamotrygonid genera and species. population parameters inferred from the analysis of atpase 6 sequences revealed that the populations of this species are structured within each river, with no or nearly non-existent gene flow occurring between rivers and a positive correlation between geographic and genetic distances. paratrygon aiereba is comprised of three geographically restricted clades with k2p interclade distances of at least 2%. intraspecific divergence within p aiereba is similar to the interspecific divergence observed in potamotrygon spp. sampled throughout the same geographic area. using the premises of coi barcoding and the allopatric distribution of the three p aiereba clades, the taxon p aiereba most likely comprises three distinct biological species. since freshwater stingrays of the family potamotrygonidae are highly exploited for the aquarium trade, management and conservation strategies need to be implemented at the level of each river basin, rather than at the level of the amazon basin. 
"
823,"tnf-alpha up-regulates protein level and cell surface expression of the leptin receptor by stimulating its export via a pkc-dependent mechanism. increasing evidence suggests that inflammation/cytokines may modulate hypothalamic responses to leptin, which is a key regulator of energy homeostasis and inflammatory/stress responses. we investigated a possible role of tnf-alpha, a key early mediator of inflammation, in regulating the expression and trafficking of the long-isoform leptin receptor (leprb), the primary mediator of leptin signaling, in cultured cells. we found that tnf-alpha in a wide range of concentrations up-regulated leprb protein level and soluble lepr (slepr) release via ectodomain shedding of leprb in multiple cell types, including neuronal cells. tnf-alpha also acutely increased leprb cell surface expression and leptin-induced stat3 phosphorylation. in contrast, tnf-alpha had no significant effects on the protein level or cell surface expression of several other transmembrane proteins, including the transferrin receptor and cadherin. the stimulatory effects of tnf-alpha on leprb cell surface expression and slepr release were not dependent on de novo protein synthesis or functional lysosomes but were blocked by brefeldin a, suggesting that an intact golgi or continuous endoplasmic reticulum to golgi transport of newly synthesized proteins is required for these effects. however, tnf-alpha did not increase the half-life of cell surface leprb. protein kinase c (pkc) inhibitor gf109203x abrogated the effects of tnf-alpha, whereas the pan-pkc activator phorbol 12-myristate 13-acetate mimicked the tnf-alpha effects. taken together, our results suggest that tnf-alpha, via activation of pkc, regulates anterograde trafficking and/or degradation of leprb in the biosynthetic pathway, leading to concomitant increases in leprb protein level, cell surface expression, and slepr production. the finding that leprb cell surface expression and slepr production, key modulators of leptin sensitivity and bioavailability, are direct targets of tnf-alpha signaling could have a potentially important implication in the regulation of leptin signaling activity in different pathophysiological conditions as diverse as obesity and sepsis. (endocrinology 153: 5821-5833, 2012) 
"
824,"effects of the addition of microencapsulated bifidobacterium bb-12 on the properties of frozen yogurt. samples of frozen yogurt were added with microcapsules containing bifidobacterium bb-12 produced with different contents of carrier agents (reconstituted skim milk and inulin). the viability of this probiotic culture was evaluated, as well as the effect of addition of microcapsules on the chemical and rheological properties of frozen yogurt during 90 days of storage. the counts of bifidobacteria maintained practically constant in the samples added with the microcapsules, while the frozen yogurt added with free bacteria showed a decrease of about 34% after 90 days. the addition of the microcapsules increased the total solids content and the overrun values. the highest ph values were noted in the samples containing microcapsules produced with reconstituted skim milk. all the melted frozen yogurts showed non-newtonian behavior with shear thinning characteristics. the samples added with microcapsules had greater apparent viscosity and those added with microcapsules produced with inulin showed a larger hysteresis area at the end of storage period. (c) 2012 elsevier ltd. all rights reserved. 
"
